game_date,season,player_name,team,opponent,home_away,minutes,points,rebounds,assists,threes_made,steals,blocks,turnovers,fga,fgm,fta,ftm,offensive_rebounds,defensive_rebounds,plus_minus,player_key,is_home,_data_source
2024-05-25,2024,Kayla McBride,MIN,NYL,H,34.0,14.0,5.0,5.0,4.0,2.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-05-26,2024,Kayla McBride,MIN,ATL,A,32.0,31.0,1.0,1.0,6.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-05-30,2024,Kayla McBride,MIN,LVA,H,35.0,11.0,3.0,4.0,2.0,3.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-01,2024,Kayla McBride,MIN,PHX,H,22.0,6.0,3.0,4.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-02,2024,Kayla McBride,MIN,DAL,H,33.0,25.0,0.0,4.0,5.0,2.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-06,2024,Kayla McBride,MIN,LAS,A,26.0,13.0,3.0,3.0,1.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-06-08,2024,Kayla McBride,MIN,PHX,A,35.0,25.0,5.0,3.0,8.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-06-09,2024,Kayla McBride,MIN,SEA,H,32.0,32.0,2.0,1.0,7.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-12,2024,Kayla McBride,MIN,LVA,A,34.0,16.0,4.0,8.0,2.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-06-14,2024,Kayla McBride,MIN,LAS,H,30.0,7.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-18,2024,Kayla McBride,MIN,DAL,H,35.0,19.0,4.0,7.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-20,2024,Kayla McBride,MIN,ATL,H,26.0,8.0,4.0,1.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-06-23,2024,Kayla McBride,MIN,PHX,H,32.0,9.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,kayla mcbride,1,csv
2024-06-26,2024,Kayla McBride,MIN,NYL,A,32.0,12.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-06-27,2024,Kayla McBride,MIN,DAL,A,39.0,11.0,2.0,4.0,1.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-06-30,2024,Kayla McBride,MIN,CHI,A,24.0,16.0,5.0,5.0,2.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-07-02,2024,Kayla McBride,MIN,NYL,A,37.0,17.0,2.0,2.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-07-05,2024,Kayla McBride,MIN,CON,H,31.0,13.0,8.0,4.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-07-07,2024,Kayla McBride,MIN,WAS,H,34.0,17.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-07-10,2024,Kayla McBride,MIN,LAS,A,25.0,11.0,1.0,4.0,1.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-07-13,2024,Kayla McBride,MIN,SEA,A,25.0,27.0,1.0,1.0,6.0,3.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-07-14,2024,Kayla McBride,MIN,IND,H,33.0,11.0,2.0,3.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-07-17,2024,Kayla McBride,MIN,ATL,H,34.0,30.0,1.0,1.0,4.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-07-21,2024,Kayla McBride,MIN,USA,H,11.0,3.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-08-16,2024,Kayla McBride,MIN,WAS,H,29.0,12.0,4.0,3.0,2.0,4.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-08-17,2024,Kayla McBride,MIN,WAS,A,25.0,10.0,0.0,3.0,1.0,4.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-08-22,2024,Kayla McBride,MIN,LVA,A,35.0,11.0,0.0,4.0,1.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-08-24,2024,Kayla McBride,MIN,LVA,H,32.0,12.0,0.0,2.0,3.0,4.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-08-25,2024,Kayla McBride,MIN,IND,H,30.0,19.0,3.0,4.0,4.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-08-29,2024,Kayla McBride,MIN,PHX,A,32.0,19.0,5.0,3.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-08-30,2024,Kayla McBride,MIN,DAL,A,26.0,14.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-09-01,2024,Kayla McBride,MIN,CHI,H,37.0,17.0,2.0,3.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-09-06,2024,Kayla McBride,MIN,IND,A,19.0,3.0,1.0,2.0,1.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-09-08,2024,Kayla McBride,MIN,WAS,A,37.0,10.0,2.0,4.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-09-10,2024,Kayla McBride,MIN,ATL,A,33.0,15.0,2.0,1.0,2.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-09-13,2024,Kayla McBride,MIN,CHI,H,28.0,9.0,2.0,2.0,1.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2024-09-15,2024,Kayla McBride,MIN,NYL,A,33.0,11.0,1.0,6.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2024-09-17,2024,Kayla McBride,MIN,CON,A,38.0,14.0,7.0,1.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-05-28,2025,Kayla McBride,MIN,SEA,H,31.0,15.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-05-31,2025,Kayla McBride,MIN,PHX,A,35.0,20.0,3.0,4.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-06-02,2025,Kayla McBride,MIN,GSV,A,33.0,16.0,6.0,3.0,2.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-06-04,2025,Kayla McBride,MIN,PHX,H,25.0,13.0,4.0,7.0,3.0,2.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-06-08,2025,Kayla McBride,MIN,DAL,A,35.0,21.0,3.0,3.0,6.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-06-12,2025,Kayla McBride,MIN,SEA,A,37.0,19.0,4.0,6.0,5.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-06-14,2025,Kayla McBride,MIN,LAS,H,21.0,4.0,1.0,3.0,0.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-06-18,2025,Kayla McBride,MIN,LVA,H,36.0,8.0,1.0,2.0,0.0,2.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-06-22,2025,Kayla McBride,MIN,LAS,H,30.0,29.0,1.0,1.0,5.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-06-25,2025,Kayla McBride,MIN,WAS,A,37.0,7.0,2.0,3.0,0.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-06-27,2025,Kayla McBride,MIN,ATL,A,38.0,18.0,3.0,3.0,2.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-06-29,2025,Kayla McBride,MIN,CON,H,29.0,20.0,0.0,5.0,5.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-02,2025,Kayla McBride,MIN,IND,H,35.0,7.0,1.0,3.0,0.0,3.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-04,2025,Kayla McBride,MIN,WAS,H,28.0,10.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-06,2025,Kayla McBride,MIN,CHI,H,33.0,11.0,3.0,5.0,1.0,0.0,1.0,,,,,,,,,kayla mcbride,1,csv
2025-07-06,2025,Kayla McBride,MIN,GSV,H,30.0,12.0,0.0,3.0,2.0,0.0,1.0,,,,,,,,,kayla mcbride,1,csv
2025-07-09,2025,Kayla McBride,MIN,PHX,A,33.0,6.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-07-10,2025,Kayla McBride,MIN,LAS,A,27.0,5.0,1.0,2.0,1.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-07-12,2025,Kayla McBride,MIN,CHI,A,33.0,17.0,0.0,1.0,5.0,3.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-07-15,2025,Kayla McBride,MIN,CHI,A,31.0,17.0,5.0,4.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-07-16,2025,Kayla McBride,MIN,PHX,H,32.0,18.0,5.0,5.0,2.0,2.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-20,2025,Kayla McBride,MIN,CLA,A,19.0,15.0,3.0,0.0,4.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-07-23,2025,Kayla McBride,MIN,CHI,H,29.0,19.0,5.0,3.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-25,2025,Kayla McBride,MIN,LVA,H,28.0,13.0,3.0,3.0,3.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-27,2025,Kayla McBride,MIN,ATL,H,34.0,4.0,1.0,3.0,0.0,3.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-07-31,2025,Kayla McBride,MIN,NYL,H,36.0,24.0,3.0,5.0,5.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-08-02,2025,Kayla McBride,MIN,LVA,A,23.0,24.0,2.0,5.0,8.0,3.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-08-06,2025,Kayla McBride,MIN,SEA,A,32.0,14.0,2.0,6.0,1.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-08-08,2025,Kayla McBride,MIN,WAS,H,32.0,11.0,1.0,4.0,0.0,3.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-08-10,2025,Kayla McBride,MIN,NYL,A,34.0,18.0,1.0,2.0,4.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-08-16,2025,Kayla McBride,MIN,NYL,H,34.0,17.0,4.0,2.0,2.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-08-19,2025,Kayla McBride,MIN,NYL,A,32.0,6.0,2.0,3.0,1.0,0.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-08-21,2025,Kayla McBride,MIN,ATL,A,33.0,15.0,0.0,4.0,3.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-08-22,2025,Kayla McBride,MIN,IND,A,33.0,29.0,2.0,6.0,4.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-08-24,2025,Kayla McBride,MIN,IND,H,31.0,13.0,4.0,4.0,3.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-08-29,2025,Kayla McBride,MIN,SEA,H,35.0,20.0,3.0,2.0,5.0,0.0,0.0,,,,,,,,,kayla mcbride,1,csv
2025-08-30,2025,Kayla McBride,MIN,CON,A,27.0,15.0,0.0,6.0,5.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-09-05,2025,Kayla McBride,MIN,LVA,A,28.0,10.0,3.0,6.0,2.0,2.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-09-07,2025,Kayla McBride,MIN,GSV,A,32.0,4.0,1.0,3.0,0.0,2.0,1.0,,,,,,,,,kayla mcbride,0,csv
2025-09-09,2025,Kayla McBride,MIN,IND,A,24.0,4.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,kayla mcbride,0,csv
2025-09-12,2025,Kayla McBride,MIN,GSV,H,30.0,8.0,4.0,4.0,2.0,1.0,0.0,,,,,,,,,kayla mcbride,1,csv
2023-05-19,2023,Kayla Thornton,GSV,WAS,A,19.0,7.0,5.0,1.0,2.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-05-21,2023,Kayla Thornton,GSV,IND,H,22.0,2.0,5.0,0.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-05-27,2023,Kayla Thornton,GSV,CON,H,26.0,6.0,7.0,2.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-05-31,2023,Kayla Thornton,GSV,SEA,A,16.0,9.0,2.0,0.0,1.0,1.0,2.0,,,,,,,,,kayla thornton,0,csv
2023-06-02,2023,Kayla Thornton,GSV,CHI,A,18.0,12.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-06-04,2023,Kayla Thornton,GSV,CHI,H,19.0,5.0,3.0,0.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-06-09,2023,Kayla Thornton,GSV,ATL,A,18.0,6.0,2.0,0.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-06-11,2023,Kayla Thornton,GSV,DAL,H,16.0,3.0,3.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-06-14,2023,Kayla Thornton,GSV,ATL,H,10.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-06-18,2023,Kayla Thornton,GSV,PHX,H,15.0,6.0,3.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-06-23,2023,Kayla Thornton,GSV,ATL,A,18.0,10.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,kayla thornton,0,csv
2023-06-25,2023,Kayla Thornton,GSV,WAS,H,24.0,5.0,4.0,1.0,0.0,2.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-06-27,2023,Kayla Thornton,GSV,CON,A,14.0,7.0,3.0,1.0,0.0,0.0,1.0,,,,,,,,,kayla thornton,0,csv
2023-06-30,2023,Kayla Thornton,GSV,LVA,A,27.0,3.0,4.0,0.0,0.0,2.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-07-02,2023,Kayla Thornton,GSV,SEA,A,18.0,3.0,5.0,0.0,1.0,1.0,1.0,,,,,,,,,kayla thornton,0,csv
2023-07-05,2023,Kayla Thornton,GSV,PHX,H,11.0,6.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-07-08,2023,Kayla Thornton,GSV,SEA,H,14.0,2.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,kayla thornton,1,csv
2023-07-12,2023,Kayla Thornton,GSV,IND,A,16.0,6.0,4.0,1.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-07-19,2023,Kayla Thornton,GSV,DAL,H,9.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-07-21,2023,Kayla Thornton,GSV,WAS,A,12.0,2.0,3.0,2.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-07-23,2023,Kayla Thornton,GSV,IND,H,17.0,10.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-07-25,2023,Kayla Thornton,GSV,SEA,H,12.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,kayla thornton,1,csv
2023-07-27,2023,Kayla Thornton,GSV,ATL,H,23.0,6.0,8.0,0.0,0.0,0.0,1.0,,,,,,,,,kayla thornton,1,csv
2023-07-29,2023,Kayla Thornton,GSV,MIN,H,24.0,5.0,7.0,2.0,0.0,2.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-07-30,2023,Kayla Thornton,GSV,LAS,A,15.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-02,2023,Kayla Thornton,GSV,LAS,A,6.0,3.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-05,2023,Kayla Thornton,GSV,MIN,A,14.0,5.0,4.0,0.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-06,2023,Kayla Thornton,GSV,LVA,H,22.0,8.0,7.0,3.0,2.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-08-12,2023,Kayla Thornton,GSV,CHI,H,17.0,7.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-08-13,2023,Kayla Thornton,GSV,IND,A,20.0,6.0,7.0,0.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-16,2023,Kayla Thornton,GSV,LVA,A,16.0,8.0,4.0,2.0,2.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-18,2023,Kayla Thornton,GSV,LVA,A,14.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,kayla thornton,0,csv
2023-08-19,2023,Kayla Thornton,GSV,PHX,A,21.0,3.0,5.0,2.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-24,2023,Kayla Thornton,GSV,CON,A,15.0,2.0,4.0,3.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-27,2023,Kayla Thornton,GSV,MIN,A,20.0,7.0,1.0,0.0,1.0,2.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-08-28,2023,Kayla Thornton,GSV,LVA,H,18.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-09-02,2023,Kayla Thornton,GSV,CON,H,24.0,4.0,6.0,0.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-09-03,2023,Kayla Thornton,GSV,CHI,A,16.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-09-06,2023,Kayla Thornton,GSV,DAL,A,18.0,2.0,2.0,1.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2023-09-07,2023,Kayla Thornton,GSV,LAS,H,20.0,6.0,5.0,1.0,2.0,2.0,0.0,,,,,,,,,kayla thornton,1,csv
2023-09-10,2023,Kayla Thornton,GSV,WAS,H,15.0,0.0,5.0,0.0,0.0,1.0,1.0,,,,,,,,,kayla thornton,1,csv
2024-05-14,2024,Kayla Thornton,GSV,WAS,A,5.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,kayla thornton,0,csv
2024-05-16,2024,Kayla Thornton,GSV,IND,A,10.0,9.0,0.0,0.0,2.0,1.0,1.0,,,,,,,,,kayla thornton,0,csv
2024-05-18,2024,Kayla Thornton,GSV,IND,H,12.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-05-20,2024,Kayla Thornton,GSV,SEA,H,20.0,7.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-05-23,2024,Kayla Thornton,GSV,CHI,H,13.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-05-25,2024,Kayla Thornton,GSV,MIN,A,7.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-05-29,2024,Kayla Thornton,GSV,PHX,H,12.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-05-31,2024,Kayla Thornton,GSV,WAS,H,34.0,20.0,3.0,4.0,4.0,5.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-06-02,2024,Kayla Thornton,GSV,IND,H,20.0,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,kayla thornton,1,csv
2024-06-05,2024,Kayla Thornton,GSV,CHI,A,17.0,3.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-06-06,2024,Kayla Thornton,GSV,ATL,A,26.0,6.0,4.0,3.0,2.0,2.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-06-08,2024,Kayla Thornton,GSV,CON,A,30.0,6.0,1.0,3.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-06-09,2024,Kayla Thornton,GSV,WAS,H,17.0,2.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,kayla thornton,1,csv
2024-06-15,2024,Kayla Thornton,GSV,LVA,A,18.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-06-19,2024,Kayla Thornton,GSV,PHX,A,22.0,12.0,7.0,0.0,4.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-06-20,2024,Kayla Thornton,GSV,LAS,H,29.0,6.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-06-22,2024,Kayla Thornton,GSV,LAS,H,27.0,20.0,6.0,0.0,6.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-06-23,2024,Kayla Thornton,GSV,ATL,A,28.0,8.0,6.0,0.0,2.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-06-26,2024,Kayla Thornton,GSV,MIN,H,28.0,17.0,3.0,2.0,5.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-06-30,2024,Kayla Thornton,GSV,ATL,H,10.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-07-02,2024,Kayla Thornton,GSV,MIN,H,12.0,0.0,2.0,1.0,0.0,0.0,1.0,,,,,,,,,kayla thornton,1,csv
2024-07-06,2024,Kayla Thornton,GSV,IND,A,28.0,7.0,4.0,1.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-07-10,2024,Kayla Thornton,GSV,CON,A,18.0,4.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-07-11,2024,Kayla Thornton,GSV,CHI,H,28.0,16.0,1.0,0.0,4.0,4.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-07-13,2024,Kayla Thornton,GSV,CHI,A,25.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-07-16,2024,Kayla Thornton,GSV,CON,H,24.0,7.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-08-16,2024,Kayla Thornton,GSV,LAS,A,24.0,16.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,kayla thornton,0,csv
2024-08-17,2024,Kayla Thornton,GSV,LVA,A,27.0,7.0,6.0,0.0,1.0,1.0,1.0,,,,,,,,,kayla thornton,0,csv
2024-08-20,2024,Kayla Thornton,GSV,DAL,H,32.0,5.0,5.0,2.0,1.0,2.0,1.0,,,,,,,,,kayla thornton,1,csv
2024-08-22,2024,Kayla Thornton,GSV,DAL,H,31.0,16.0,5.0,2.0,2.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-08-24,2024,Kayla Thornton,GSV,CON,H,23.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-08-27,2024,Kayla Thornton,GSV,PHX,A,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-08-29,2024,Kayla Thornton,GSV,LAS,A,18.0,5.0,2.0,0.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-08-31,2024,Kayla Thornton,GSV,SEA,A,15.0,2.0,3.0,0.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-09-05,2024,Kayla Thornton,GSV,SEA,H,13.0,3.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-09-08,2024,Kayla Thornton,GSV,LVA,H,22.0,0.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-09-11,2024,Kayla Thornton,GSV,DAL,A,19.0,3.0,4.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-09-13,2024,Kayla Thornton,GSV,DAL,A,21.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,0,csv
2024-09-15,2024,Kayla Thornton,GSV,MIN,H,17.0,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2024-09-17,2024,Kayla Thornton,GSV,WAS,A,20.0,6.0,4.0,1.0,2.0,0.0,1.0,,,,,,,,,kayla thornton,0,csv
2024-09-19,2024,Kayla Thornton,GSV,ATL,H,22.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-05-17,2025,Kayla Thornton,GSV,LAS,H,34.0,6.0,4.0,1.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-05-22,2025,Kayla Thornton,GSV,WAS,H,27.0,18.0,5.0,1.0,2.0,2.0,1.0,,,,,,,,,kayla thornton,1,csv
2025-05-24,2025,Kayla Thornton,GSV,LAS,A,30.0,14.0,10.0,1.0,1.0,4.0,1.0,,,,,,,,,kayla thornton,0,csv
2025-05-27,2025,Kayla Thornton,GSV,NYL,A,28.0,13.0,6.0,0.0,2.0,4.0,0.0,,,,,,,,,kayla thornton,0,csv
2025-05-29,2025,Kayla Thornton,GSV,NYL,A,31.0,10.0,6.0,1.0,0.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2025-06-02,2025,Kayla Thornton,GSV,MIN,H,27.0,11.0,6.0,2.0,1.0,3.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-06,2025,Kayla Thornton,GSV,PHX,A,32.0,10.0,3.0,1.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2025-06-07,2025,Kayla Thornton,GSV,LVA,H,36.0,22.0,11.0,2.0,4.0,2.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-10,2025,Kayla Thornton,GSV,LAS,A,35.0,18.0,11.0,1.0,2.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2025-06-15,2025,Kayla Thornton,GSV,SEA,H,36.0,22.0,12.0,1.0,3.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-18,2025,Kayla Thornton,GSV,DAL,A,35.0,17.0,5.0,0.0,2.0,1.0,1.0,,,,,,,,,kayla thornton,0,csv
2025-06-20,2025,Kayla Thornton,GSV,IND,H,20.0,16.0,6.0,0.0,5.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-23,2025,Kayla Thornton,GSV,CON,H,22.0,21.0,8.0,2.0,2.0,2.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-26,2025,Kayla Thornton,GSV,NYL,H,34.0,11.0,7.0,3.0,1.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-28,2025,Kayla Thornton,GSV,CHI,H,30.0,29.0,6.0,1.0,4.0,1.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-06-30,2025,Kayla Thornton,GSV,SEA,H,19.0,2.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,kayla thornton,1,csv
2025-07-06,2025,Kayla Thornton,GSV,MIN,A,34.0,13.0,10.0,3.0,1.0,2.0,0.0,,,,,,,,,kayla thornton,0,csv
2025-07-07,2025,Kayla Thornton,GSV,ATL,A,34.0,15.0,6.0,3.0,2.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
2025-07-09,2025,Kayla Thornton,GSV,IND,A,27.0,18.0,8.0,2.0,4.0,1.0,0.0,,,,,,,,,kayla thornton,0,csv
